Student ID,Session ID,Date,EEG Data (PSD Features),Engagement Level,Attention Level,Internet Connectivity,Adaptivity Level,Learning Mode Prediction,Performance Metrics
4728,116,2025-01-24,"[0.19016926164385162, 0.055924437260781, 0.34747859859234254]",High,Moderate,High (Mobile/Wi-Fi),Moderate,Auditory Learner,60
4729,145,2025-01-26,"[0.30005140137087194, 0.7926336339765142, 0.46096833628974665]",Low,High,Low (Mobile),Low,Auditory Learner,99
4730,123,2025-01-27,"[0.041237277601597455, 0.6704506997188225, 0.3874922756287692]",Low,High,Moderate (Wi-Fi),High,Visual Learner,57
4731,116,2025-01-29,"[0.0036621317457118385, 0.25829314702196604, 0.6000659704740158]",High,High,Low (Mobile),High,Auditory Learner,72
4732,189,2025-01-28,"[0.06298497897153932, 0.2380892605954995, 0.1179956638958104]",Moderate,Low,High (Mobile/Wi-Fi),High,Visual Learner,95
4733,108,2025-01-02,"[0.747573225335921, 0.9790453116616268, 0.1536846478982894]",High,Low,Moderate (Wi-Fi),High,Auditory Learner,55
4734,155,2025-01-08,"[0.24205790988692677, 0.7002734348417442, 0.30715725266346383]",Moderate,Moderate,Moderate (Wi-Fi),High,Auditory Learner,79
4735,173,2025-01-23,"[0.6606787372723321, 0.04859647919513688, 0.11116493125242033]",Low,Moderate,Moderate (Wi-Fi),Moderate,Visual Learner,87
4736,135,2025-01-02,"[0.31589112949374176, 0.39032931235976476, 0.05819162656712851]",High,High,Moderate (Wi-Fi),Moderate,Auditory Learner,95
4737,173,2025-01-21,"[0.7870505222744492, 0.49965093696493745, 0.6231198342534628]",Low,High,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,51
4738,164,2025-01-03,"[0.4493904417361928, 0.08653655351569733, 0.4740913962966786]",Moderate,Moderate,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,60
4739,133,2025-01-16,"[0.11435423728151661, 0.46804313620438953, 0.6476913947000249]",Low,Low,Moderate (Wi-Fi),Moderate,Visual Learner,96
4740,156,2025-01-18,"[0.2658440088378371, 0.6295400356505332, 0.4154295456449034]",High,Moderate,Moderate (Wi-Fi),Moderate,Visual Learner,70
4741,136,2025-01-20,"[0.19953583401585862, 0.9093457208058761, 0.8367726671375098]",Moderate,Moderate,Low (Mobile),Moderate,Auditory Learner,64
4742,162,2025-01-24,"[0.7073417553739603, 0.605198785847936, 0.8057125282667518]",Moderate,Low,High (Mobile/Wi-Fi),Moderate,Auditory Learner,64
4743,194,2025-01-27,"[0.31789329573745506, 0.9576884264637527, 0.09536388584623667]",Low,High,High (Mobile/Wi-Fi),High,Auditory Learner,75
4744,165,2025-01-25,"[0.6623411637227153, 0.9581189639962325, 0.049296957507550365]",Low,Low,Moderate (Wi-Fi),High,Visual Learner,62
4745,171,2025-01-05,"[0.8634635532437092, 0.2989625841448079, 0.5718374642946372]",Moderate,Low,High (Mobile/Wi-Fi),Low,Visual Learner,58
4746,114,2025-01-16,"[0.7772600573049374, 0.5699750835007147, 0.4491510692309928]",Low,Moderate,Moderate (Wi-Fi),Low,Visual Learner,61
4747,109,2025-01-26,"[0.07559217036766996, 0.5072943875072836, 0.9518264348193708]",Low,High,High (Mobile/Wi-Fi),High,Visual Learner,83
4748,103,2025-01-20,"[0.9088716371013799, 0.13638214503964963, 0.4052138092435258]",Moderate,Moderate,High (Mobile/Wi-Fi),Low,Auditory Learner,82
4749,141,2025-01-02,"[0.021007679874738616, 0.030927253353909223, 0.2848139549848143]",High,Moderate,Low (Mobile),High,Auditory Learner,92
4750,185,2025-01-23,"[0.8651699551544692, 0.6996125080983118, 0.9933983199958449]",Low,Low,Moderate (Wi-Fi),Low,Auditory Learner,60
4751,126,2025-01-25,"[0.43103121979112136, 0.9559284705252705, 0.3738214933432973]",Low,Moderate,Low (Mobile),Moderate,Kinesthetic Learner,92
4752,151,2025-01-24,"[0.3183302797465757, 0.043100475460511545, 0.7875437347411186]",High,High,Low (Mobile),Low,Visual Learner,87
4753,159,2025-01-10,"[0.9828568026335643, 0.5113210449061896, 0.24069865163475168]",Low,High,High (Mobile/Wi-Fi),Low,Auditory Learner,69
4754,121,2025-01-23,"[0.41064701881708066, 0.706981617774482, 0.28322832278811194]",Moderate,Low,Moderate (Wi-Fi),Low,Kinesthetic Learner,82
4755,133,2025-01-07,"[0.31345851082309484, 0.4627069948773175, 0.3299412193652431]",Moderate,High,Moderate (Wi-Fi),High,Visual Learner,63
4756,137,2025-01-08,"[0.6017954707123289, 0.7677341868554225, 0.7650058867911218]",Low,Moderate,High (Mobile/Wi-Fi),Moderate,Auditory Learner,77
4757,108,2025-01-18,"[0.5499526510973699, 0.09017425385108546, 0.6398027178864375]",Low,High,Moderate (Wi-Fi),High,Auditory Learner,89
4758,138,2025-01-24,"[0.040324239756972524, 0.5551614097378077, 0.9907484277268492]",High,Moderate,Moderate (Wi-Fi),Low,Auditory Learner,64
4759,155,2025-01-24,"[0.952749594695356, 0.04880422355798719, 0.5141534937517648]",High,High,Moderate (Wi-Fi),Moderate,Visual Learner,88
4760,157,2025-01-09,"[0.04814335425596716, 0.36526926152194983, 0.5975977300427694]",Moderate,Low,Moderate (Wi-Fi),High,Kinesthetic Learner,99
4761,187,2025-01-10,"[0.4997332757607179, 0.1932697814933223, 0.12824399725948699]",Moderate,Moderate,Low (Mobile),Moderate,Visual Learner,75
4762,187,2025-01-13,"[0.7066345289796415, 0.6358598957204934, 0.12528524453944145]",High,Low,High (Mobile/Wi-Fi),Moderate,Visual Learner,52
4763,131,2025-01-16,"[0.4009866120188027, 0.7649029314061832, 0.17184434825498018]",Low,Moderate,Low (Mobile),High,Visual Learner,56
4764,126,2025-01-12,"[0.55261602116766, 0.14052370601912156, 0.24550535090944592]",Low,High,Moderate (Wi-Fi),High,Kinesthetic Learner,53
4765,127,2025-01-24,"[0.03785388669848644, 0.20892662924924943, 0.9454723848931406]",High,Low,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,88
4766,117,2025-01-21,"[0.6224771296243938, 0.3133824584707736, 0.357776293276171]",High,Low,Low (Mobile),High,Visual Learner,97
4767,101,2025-01-06,"[0.17043573328716566, 0.026684102031155565, 0.4905687927487766]",Low,Low,Moderate (Wi-Fi),Moderate,Visual Learner,75
4768,179,2025-01-26,"[0.3651527881698826, 0.06029242397570245, 0.8716431652464626]",Low,High,High (Mobile/Wi-Fi),High,Kinesthetic Learner,72
4769,158,2025-01-10,"[0.22505961211289016, 0.44941399359958323, 0.26876091447630834]",Low,Moderate,Moderate (Wi-Fi),Moderate,Visual Learner,93
4770,189,2025-01-29,"[0.9890513187873803, 0.8150954637812066, 0.4529268021431755]",High,Low,High (Mobile/Wi-Fi),Low,Visual Learner,91
4771,168,2025-01-18,"[0.15720870191023428, 0.7405561300096801, 0.15050345458829162]",Low,Moderate,Moderate (Wi-Fi),Moderate,Auditory Learner,79
4772,184,2025-01-06,"[0.5933591749627191, 0.5511413876917245, 0.7539275474734872]",Low,Moderate,High (Mobile/Wi-Fi),Moderate,Auditory Learner,63
4773,167,2025-01-12,"[0.1458654290866881, 0.4097415111656215, 0.047292310077432176]",Moderate,High,Moderate (Wi-Fi),Moderate,Visual Learner,88
4774,128,2025-01-21,"[0.30610504003848904, 0.16985854855804228, 0.2938641327980276]",Low,Moderate,High (Mobile/Wi-Fi),Moderate,Visual Learner,90
4775,170,2025-01-30,"[0.8909191981914917, 0.5575815011683306, 0.9752381941773163]",Moderate,High,Low (Mobile),Low,Kinesthetic Learner,94
4776,141,2025-01-06,"[0.1616721790401866, 0.8980528483614101, 0.15488550495432118]",Moderate,Moderate,Low (Mobile),Moderate,Kinesthetic Learner,81
4777,151,2025-01-30,"[0.12192961825717286, 0.6478465277795092, 0.6468236433595485]",High,Moderate,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,92
4778,121,2025-01-15,"[0.31828848557651424, 0.19970524816105917, 0.34896393118189584]",Low,High,Moderate (Wi-Fi),Moderate,Auditory Learner,68
4779,199,2025-01-09,"[0.3451922276211482, 0.8791362481735517, 0.0250326425030164]",High,Low,Moderate (Wi-Fi),Low,Kinesthetic Learner,95
4780,153,2025-01-08,"[0.30811933549192816, 0.5982821728628003, 0.31249751239715073]",High,Low,Low (Mobile),Moderate,Kinesthetic Learner,96
4781,106,2025-01-21,"[0.4975188665571255, 0.23780510993536896, 0.8116144197237344]",Moderate,Moderate,High (Mobile/Wi-Fi),Low,Auditory Learner,65
4782,154,2025-01-15,"[0.6266978495292824, 0.3865747432550173, 0.42278484638855096]",High,Moderate,High (Mobile/Wi-Fi),Low,Visual Learner,66
4783,136,2025-01-08,"[0.7504564751146963, 0.8781351210833588, 0.9244587695329554]",High,Moderate,High (Mobile/Wi-Fi),High,Auditory Learner,57
4784,148,2025-01-25,"[0.9674383826386784, 0.8901749714944576, 0.19864645892733546]",High,Moderate,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,69
4785,176,2025-01-17,"[0.42497356288099297, 0.8220492578343078, 0.9628934967115802]",Low,Low,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,67
4786,135,2025-01-06,"[0.8190934569634694, 0.3037980987853782, 0.9145891981512794]",High,Moderate,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,92
4787,147,2025-01-09,"[0.08506324890601102, 0.9676458211418653, 0.8234666323662856]",High,Low,High (Mobile/Wi-Fi),High,Visual Learner,85
4788,139,2025-01-28,"[0.2489568955390281, 0.007166328350548312, 0.4818882827438463]",Moderate,High,Low (Mobile),High,Visual Learner,53
4789,120,2025-01-06,"[0.8173052391746115, 0.44103934703590975, 0.9894458830179678]",High,High,Moderate (Wi-Fi),Moderate,Visual Learner,69
4790,165,2025-01-21,"[0.29952766287120736, 0.051630740488308624, 0.7924210682652625]",High,Low,Moderate (Wi-Fi),High,Kinesthetic Learner,98
4791,148,2025-01-19,"[0.9156448832889414, 0.382638190018182, 0.6703544179786989]",High,High,Low (Mobile),High,Visual Learner,80
4792,149,2025-01-08,"[0.28606259793197586, 0.37365058848365595, 0.7045231924982358]",Low,Moderate,High (Mobile/Wi-Fi),Low,Auditory Learner,66
4793,166,2025-01-08,"[0.6037073288220022, 0.5640044671452568, 0.5443762666254099]",Low,Low,High (Mobile/Wi-Fi),High,Auditory Learner,73
4794,189,2025-01-06,"[0.975337965065885, 0.4417014522602076, 0.6226599891627187]",Moderate,High,Moderate (Wi-Fi),High,Visual Learner,80
4795,143,2025-01-16,"[0.3540314642820326, 0.48856732547861315, 0.683264725918827]",Low,High,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,59
4796,197,2025-01-12,"[0.7508853091386974, 0.946165493750984, 0.9503059202876987]",Moderate,Moderate,Low (Mobile),High,Kinesthetic Learner,57
4797,175,2025-01-03,"[0.027302690275211594, 0.12305385376461275, 0.8865781688111329]",Moderate,High,Low (Mobile),High,Auditory Learner,78
4798,109,2025-01-08,"[0.09360905670445008, 0.642051543062367, 0.15268507094110761]",High,High,High (Mobile/Wi-Fi),High,Auditory Learner,89
4799,165,2025-01-29,"[0.19413247796660615, 0.04242172113131526, 0.0791994953903693]",Low,Low,Moderate (Wi-Fi),Moderate,Visual Learner,72
4800,118,2025-01-15,"[0.38037806511521, 0.05314494854696983, 0.9332864624103594]",Low,Low,Low (Mobile),High,Visual Learner,91
4801,193,2025-01-29,"[0.9961994914348714, 0.9746772673019937, 0.7858555905973351]",High,Moderate,Moderate (Wi-Fi),Low,Kinesthetic Learner,93
4802,119,2025-01-05,"[0.9836415241094274, 0.6692251557276275, 0.10368931795164049]",High,Low,Low (Mobile),Low,Visual Learner,92
4803,180,2025-01-23,"[0.9899245453402266, 0.2598875673380998, 0.5894089913673589]",Moderate,High,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,70
4804,127,2025-01-21,"[0.4680211216955975, 0.16370900574280567, 0.06670537829906908]",High,High,Moderate (Wi-Fi),Low,Visual Learner,68
4805,108,2025-01-06,"[0.46752486302094176, 0.1839529499098871, 0.2299910002368425]",Low,Low,Moderate (Wi-Fi),High,Auditory Learner,74
4806,150,2025-01-21,"[0.221720559560748, 0.3629893775616112, 0.8160161744605067]",Moderate,Moderate,High (Mobile/Wi-Fi),Low,Visual Learner,64
4807,107,2025-01-21,"[0.8530860190880926, 0.3573016066024034, 0.08458466184387703]",Low,Low,High (Mobile/Wi-Fi),High,Auditory Learner,74
4808,122,2025-01-28,"[0.7164059066157941, 0.6130100105043249, 0.45342551347423143]",Low,High,Moderate (Wi-Fi),High,Visual Learner,72
4809,146,2025-01-04,"[0.7304166352528589, 0.4469377911037621, 0.016594520196836493]",Moderate,High,Low (Mobile),Low,Kinesthetic Learner,66
4810,148,2025-01-24,"[0.12094505385250909, 0.5017299953541452, 0.9588598785143041]",Low,Moderate,Low (Mobile),Low,Kinesthetic Learner,52
4811,148,2025-01-04,"[0.43386448619798434, 0.501305150390582, 0.9552561725991277]",High,Moderate,Low (Mobile),High,Visual Learner,67
4812,116,2025-01-17,"[0.34372637647617355, 0.5833414063406683, 0.6028688387548757]",Low,Low,High (Mobile/Wi-Fi),High,Visual Learner,67
4813,114,2025-01-15,"[0.06218091177830898, 0.9880932502163822, 0.47669062482350555]",Moderate,High,High (Mobile/Wi-Fi),Low,Auditory Learner,82
4814,113,2025-01-01,"[0.00708077883745184, 0.6620461464347374, 0.3223006224038091]",Low,High,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,93
4815,128,2025-01-01,"[0.4999788655884523, 0.8427465696539784, 0.3689026733695283]",Low,Moderate,Low (Mobile),Moderate,Kinesthetic Learner,61
4816,118,2025-01-19,"[0.8789374325426259, 0.07683235096405217, 0.5848670269610332]",Moderate,Moderate,Moderate (Wi-Fi),Low,Auditory Learner,71
4817,189,2025-01-17,"[0.6467740334779337, 0.657395479908831, 0.42697903170966756]",Low,High,Low (Mobile),High,Kinesthetic Learner,67
4818,128,2025-01-10,"[0.6926805878373662, 0.4370249375294746, 0.9669572469984224]",High,Moderate,Low (Mobile),Moderate,Auditory Learner,53
4819,123,2025-01-22,"[0.45906143206122585, 0.43817530836252583, 0.8928343889897828]",High,High,High (Mobile/Wi-Fi),Moderate,Auditory Learner,67
4820,141,2025-01-08,"[0.025913439662079485, 0.24502486496971143, 0.10746284659771488]",Moderate,Low,Low (Mobile),High,Auditory Learner,68
4821,134,2025-01-17,"[0.9114102571805047, 0.9851418493313719, 0.5364973594384606]",High,High,Low (Mobile),Moderate,Auditory Learner,61
4822,187,2025-01-10,"[0.24596223690037577, 0.983603140364914, 0.4245411234865084]",Low,Moderate,Moderate (Wi-Fi),Moderate,Visual Learner,98
4823,139,2025-01-10,"[0.13250485688399394, 0.9841537849918202, 0.02370273347510654]",Low,Moderate,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,56
4824,181,2025-01-10,"[0.3307256867695937, 0.8454603129856316, 0.8581268603719892]",Moderate,Moderate,High (Mobile/Wi-Fi),Low,Visual Learner,50
4825,129,2025-01-26,"[0.2444908151577052, 0.7758052741476987, 0.637933938885357]",Moderate,Low,Low (Mobile),Low,Visual Learner,92
4826,111,2025-01-19,"[0.48358422908903, 0.0014808931086504051, 0.9063533681100575]",Moderate,Low,Moderate (Wi-Fi),High,Kinesthetic Learner,69
4827,194,2025-01-18,"[0.23675929126061557, 0.05988232806571625, 0.8295663404063819]",Moderate,High,Moderate (Wi-Fi),Low,Visual Learner,81
4828,136,2025-01-14,"[0.11888155677989531, 0.8868859563456498, 0.9298313094374356]",Low,Low,Low (Mobile),Moderate,Auditory Learner,90
4829,133,2025-01-09,"[0.896010088431756, 0.3350984169372022, 0.014736359358121454]",Moderate,Moderate,Low (Mobile),High,Kinesthetic Learner,87
4830,102,2025-01-24,"[0.7561659769554884, 0.6457886197130279, 0.7290030303914403]",High,Moderate,Moderate (Wi-Fi),Low,Visual Learner,53
4831,180,2025-01-28,"[0.3298086073636639, 0.7607354465666193, 0.13147290140274304]",Moderate,Low,Moderate (Wi-Fi),Low,Visual Learner,79
4832,172,2025-01-22,"[0.3732707229222192, 0.13748836535284148, 0.007419246023931847]",Low,High,Low (Mobile),High,Visual Learner,95
4833,176,2025-01-26,"[0.5792553230682974, 0.4792734529437085, 0.5984079445864469]",Low,High,Moderate (Wi-Fi),Low,Auditory Learner,87
4834,150,2025-01-27,"[0.6748476623364116, 0.04557662189927658, 0.3397402847137385]",Low,High,High (Mobile/Wi-Fi),Low,Auditory Learner,51
4835,138,2025-01-19,"[0.9708226805021601, 0.07252861920587361, 0.37616993416177125]",Low,High,Moderate (Wi-Fi),Moderate,Auditory Learner,93
4836,192,2025-01-08,"[0.6122265565285825, 0.5284437512730987, 0.6379710974599444]",High,Low,Low (Mobile),High,Kinesthetic Learner,68
4837,189,2025-01-09,"[0.8207179554139717, 0.36696450123691826, 0.34059261366546745]",Moderate,High,Moderate (Wi-Fi),Low,Kinesthetic Learner,79
4838,169,2025-01-25,"[0.5643433927510296, 0.7689454618616874, 0.5110107169016915]",Moderate,Moderate,Moderate (Wi-Fi),Moderate,Visual Learner,77
4839,147,2025-01-01,"[0.22219669514002482, 0.49207404720980696, 0.10447604378152353]",Moderate,Moderate,Low (Mobile),Low,Visual Learner,80
4840,115,2025-01-16,"[0.9204978007170804, 0.2814051129151147, 0.3680944486382678]",Low,Low,High (Mobile/Wi-Fi),High,Visual Learner,92
4841,142,2025-01-09,"[0.8833848953333426, 0.9792765510402909, 0.2990191808442798]",High,Moderate,High (Mobile/Wi-Fi),Low,Visual Learner,87
4842,146,2025-01-12,"[0.9452230077675963, 0.684791682675128, 0.42780919836188935]",Low,Moderate,Low (Mobile),High,Auditory Learner,84
4843,101,2025-01-13,"[0.5573292604245548, 0.14589459211419997, 0.9043797151972677]",Moderate,Low,Low (Mobile),High,Visual Learner,62
4844,195,2025-01-24,"[0.801934444756206, 0.07673118267960388, 0.1435715093757789]",High,Low,Moderate (Wi-Fi),Low,Visual Learner,99
4845,125,2025-01-10,"[0.11078022152809741, 0.593498512761711, 0.3243989550893889]",High,Low,Moderate (Wi-Fi),High,Kinesthetic Learner,86
4846,139,2025-01-29,"[0.1729022668374527, 0.7343296998623061, 0.26447427718221905]",High,Moderate,Moderate (Wi-Fi),High,Kinesthetic Learner,60
4847,161,2025-01-12,"[0.15232320397730814, 0.669638193256619, 0.7488541464854402]",Moderate,High,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,60
4848,176,2025-01-23,"[0.7033477464413784, 0.6320549349584832, 0.22333644456422386]",High,Low,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,98
4849,182,2025-01-10,"[0.049755110676729886, 0.3244823814553257, 0.627813334429661]",Low,High,Moderate (Wi-Fi),Moderate,Visual Learner,68
4850,180,2025-01-06,"[0.49968905519202855, 0.3991422389965934, 0.2573090584253147]",High,Moderate,Moderate (Wi-Fi),Low,Auditory Learner,82
4851,141,2025-01-10,"[0.3993031278864676, 0.3451405819057852, 0.40072091057246995]",Moderate,Moderate,Low (Mobile),Moderate,Visual Learner,75
4852,127,2025-01-18,"[0.06864839084209884, 0.6500717500030649, 0.04377815570247312]",Moderate,High,High (Mobile/Wi-Fi),Moderate,Auditory Learner,75
4853,148,2025-01-05,"[0.034732602103272114, 0.09982535213829513, 0.6051718540656882]",Moderate,High,Low (Mobile),Low,Auditory Learner,54
4854,175,2025-01-04,"[0.5246157071145143, 0.35845226116977447, 0.248504606553551]",High,High,Moderate (Wi-Fi),Moderate,Visual Learner,88
4855,154,2025-01-05,"[0.1811810417041685, 0.4524594382718564, 0.5451587235618472]",High,Moderate,Moderate (Wi-Fi),High,Auditory Learner,87
4856,164,2025-01-22,"[0.1635638175514581, 0.79632395411671, 0.6314333378089327]",Low,Moderate,Moderate (Wi-Fi),Low,Auditory Learner,83
4857,151,2025-01-09,"[0.16425381656574256, 0.33465057156898026, 0.39192917567026175]",Low,Low,High (Mobile/Wi-Fi),Moderate,Auditory Learner,85
4858,191,2025-01-23,"[0.7723630352179842, 0.46965614971276926, 0.11776904903538277]",High,Moderate,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,76
4859,192,2025-01-18,"[0.2648017954953257, 0.6955261290490466, 0.8500906408636152]",Low,Low,Moderate (Wi-Fi),High,Visual Learner,94
4860,129,2025-01-12,"[0.36056192554203714, 0.5005726482910994, 0.9267329860802327]",Low,Low,Low (Mobile),High,Kinesthetic Learner,97
4861,166,2025-01-18,"[0.2936264414180637, 0.6463939502945888, 0.001943065328554594]",Moderate,Low,Moderate (Wi-Fi),Moderate,Auditory Learner,82
4862,123,2025-01-13,"[0.012688985128311736, 0.8267120215325937, 0.33673520153231296]",Low,Low,Low (Mobile),Low,Auditory Learner,94
4863,195,2025-01-15,"[0.6102919713364482, 0.07569700820810754, 0.32131666776391743]",Moderate,High,Moderate (Wi-Fi),Moderate,Visual Learner,56
4864,182,2025-01-06,"[0.9542531034496823, 0.580619355918002, 0.5695035311401964]",Low,Moderate,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,53
4865,113,2025-01-04,"[0.7353037382642479, 0.7722015471160139, 0.43185103324839424]",High,High,Low (Mobile),Moderate,Auditory Learner,54
4866,100,2025-01-21,"[0.9757827420769684, 0.4132538847066486, 0.7631430942809931]",High,High,Moderate (Wi-Fi),Low,Kinesthetic Learner,91
4867,161,2025-01-15,"[0.38112348649222905, 0.8289980066204471, 0.26018340668625306]",Low,Moderate,Low (Mobile),Low,Kinesthetic Learner,57
4868,141,2025-01-22,"[0.12460731339248898, 0.5712032199670423, 0.3705093445163218]",Low,Low,Low (Mobile),Moderate,Kinesthetic Learner,89
4869,116,2025-01-08,"[0.5143507211701331, 0.8023854556696753, 0.6901989518485157]",High,Moderate,High (Mobile/Wi-Fi),High,Visual Learner,59
4870,139,2025-01-27,"[0.5219763835430297, 0.5070476087012603, 0.040609644961176805]",Moderate,Moderate,Moderate (Wi-Fi),Low,Auditory Learner,56
4871,144,2025-01-29,"[0.33499614089537455, 0.7118099836710561, 0.3550412529602408]",High,Moderate,Moderate (Wi-Fi),Moderate,Auditory Learner,66
4872,111,2025-01-20,"[0.4199491136313013, 0.4980510866350636, 0.6512017800370933]",Low,High,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,64
4873,105,2025-01-19,"[0.322089465892885, 0.953223878909552, 0.4524801702216106]",Low,Low,Moderate (Wi-Fi),Low,Visual Learner,77
4874,143,2025-01-29,"[0.4397064468977193, 0.5425814356763802, 0.18744443657988874]",High,Moderate,High (Mobile/Wi-Fi),Low,Auditory Learner,95
4875,163,2025-01-03,"[0.17504030921944702, 0.11936826401345157, 0.7828336898278259]",Moderate,High,Low (Mobile),High,Kinesthetic Learner,73
4876,187,2025-01-09,"[0.9344114373357174, 0.9663710177933039, 0.818360271350755]",Moderate,Moderate,High (Mobile/Wi-Fi),High,Visual Learner,59
4877,173,2025-01-28,"[0.9128959195105322, 0.6777249947254428, 0.4080864714415454]",High,Moderate,Moderate (Wi-Fi),High,Visual Learner,56
4878,137,2025-01-21,"[0.9349103424412241, 0.2774006656177306, 0.6681763554160092]",High,Low,Low (Mobile),Moderate,Auditory Learner,73
4879,102,2025-01-06,"[0.5321062423445403, 0.3937875311132354, 0.42799565345299395]",High,Moderate,Low (Mobile),High,Visual Learner,84
4880,153,2025-01-18,"[0.5943725598911532, 0.18878213103524188, 0.33870833283535196]",Moderate,Low,Low (Mobile),Low,Auditory Learner,61
4881,127,2025-01-16,"[0.5268895809402825, 0.007656642152219617, 0.20273840434810086]",Low,Low,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,62
4882,167,2025-01-21,"[0.10830969587282913, 0.5506439526975969, 0.3864310584507771]",High,Moderate,Low (Mobile),Moderate,Visual Learner,52
4883,154,2025-01-12,"[0.4551244548380188, 0.8962160141441954, 0.944969193145472]",High,Moderate,Low (Mobile),Low,Kinesthetic Learner,80
4884,181,2025-01-06,"[0.3729985723229201, 0.9955672372964087, 0.7134885638048235]",Moderate,Moderate,High (Mobile/Wi-Fi),Low,Auditory Learner,61
4885,126,2025-01-14,"[0.8999251993030635, 0.3675476213414177, 0.9873420656348901]",Low,High,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,67
4886,176,2025-01-13,"[0.6787304424506674, 0.49305281950070445, 0.23496164417416388]",High,High,Moderate (Wi-Fi),Low,Auditory Learner,73
4887,180,2025-01-06,"[0.3303463008562372, 0.9817445175478251, 0.08648010270405415]",High,Low,Moderate (Wi-Fi),High,Kinesthetic Learner,53
4888,183,2025-01-27,"[0.0999477753648278, 0.5022854363326152, 0.5058719122118764]",Low,High,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,50
4889,179,2025-01-20,"[0.09087907010776697, 0.6212819398478758, 0.6653994975841586]",High,Low,Moderate (Wi-Fi),Moderate,Auditory Learner,95
4890,180,2025-01-11,"[0.5744835678623791, 0.5949815719319197, 0.41930013595558646]",High,Moderate,Moderate (Wi-Fi),Low,Kinesthetic Learner,60
4891,110,2025-01-15,"[0.06061662176655569, 0.444553796026916, 0.06320300786125943]",Moderate,Low,Low (Mobile),High,Kinesthetic Learner,58
4892,116,2025-01-19,"[0.15359023155372187, 0.03934977728898548, 0.0706832349528993]",High,Moderate,High (Mobile/Wi-Fi),Moderate,Visual Learner,80
4893,151,2025-01-09,"[0.7908623893186596, 0.2622666189416496, 0.3218334581592971]",High,Moderate,Moderate (Wi-Fi),High,Kinesthetic Learner,59
4894,137,2025-01-01,"[0.48691131242839303, 0.044140582173082255, 0.7094138220364823]",Low,Low,High (Mobile/Wi-Fi),High,Auditory Learner,91
4895,155,2025-01-05,"[0.6835675721178294, 0.9328196668940005, 0.06290655808985057]",High,High,Moderate (Wi-Fi),High,Kinesthetic Learner,92
4896,187,2025-01-18,"[0.32546386701166985, 0.502927076377197, 0.331587944929819]",Moderate,High,Moderate (Wi-Fi),Low,Visual Learner,63
4897,118,2025-01-10,"[0.1292850746755636, 0.15066566450927088, 0.8288663879386204]",Moderate,Moderate,Moderate (Wi-Fi),High,Visual Learner,53
4898,193,2025-01-20,"[0.1252282109076226, 0.4757627410613271, 0.7129545534246772]",High,Moderate,Low (Mobile),Moderate,Auditory Learner,51
4899,162,2025-01-12,"[0.671463740631299, 0.5698396888559872, 0.16524493542737984]",High,Low,Low (Mobile),High,Visual Learner,87
4900,169,2025-01-20,"[0.954237523019107, 0.24340982856816917, 0.6616562236801676]",High,Low,Low (Mobile),Low,Auditory Learner,99
4901,183,2025-01-02,"[0.8601931229819568, 0.6536200481932481, 0.7422917591828229]",Moderate,High,Low (Mobile),Low,Visual Learner,62
4902,184,2025-01-19,"[0.2716928278025287, 0.32621899543183097, 0.8000561673741566]",High,High,Low (Mobile),Low,Auditory Learner,95
4903,199,2025-01-24,"[0.47634166468195027, 0.32902642402746973, 0.21588855665501694]",Moderate,Moderate,Low (Mobile),Low,Auditory Learner,97
4904,119,2025-01-26,"[0.3183376186101192, 0.023957815859129372, 0.5102418042310157]",Moderate,High,High (Mobile/Wi-Fi),Moderate,Visual Learner,72
4905,155,2025-01-25,"[0.08032716865834011, 0.9872507168434483, 0.19272679489248956]",Low,Moderate,Moderate (Wi-Fi),Moderate,Visual Learner,71
4906,139,2025-01-12,"[0.4794866868049419, 0.47003906850024724, 0.46221259981580143]",High,Moderate,High (Mobile/Wi-Fi),Moderate,Auditory Learner,55
4907,117,2025-01-28,"[0.15569854607754208, 0.9169324568933753, 0.17727699836451194]",Moderate,Low,Low (Mobile),Low,Visual Learner,94
4908,171,2025-01-01,"[0.795691777362668, 0.6576857650930354, 0.504928901264354]",Low,Low,Low (Mobile),High,Kinesthetic Learner,92
4909,198,2025-01-27,"[0.4910743242502936, 0.4910365110402476, 0.6239442274146282]",Moderate,Low,Low (Mobile),High,Auditory Learner,90
